City,Name,Latitude,Longitude,Store Number,Street Combined,Postal Code,Country Subdivision,Country,Ownership Type,nearest_store_number,nearest_store_distance_km
Perris,"Ramona Expressway & Perris, Perris",33.84507751464844,-117.2242202758789,10665-100382,120 E Ramona Expressway,925719712,CA,US,CO,6703-75480,4.8
Portland,PDX A 2,45.58837890625,-122.59481048583984,75916-104381,"7000 NE Airport Way, MB#3",972181031,OR,US,LS,75539-46839,0.1
Orlando,Universal Studios / the arcade,28.477664947509766,-81.47074890136719,78029-116531,1000 Universal Blvd,32819,FL,US,LS,19811-116532,0.0
Westchester,Sepulveda & 89th,33.956111907958984,-118.3958511352539,14211-113350,8844 S. Sepulveda Blvd,900454833,CA,US,CO,5244-318,0.1
Des Plaines,Des Plaines-Oakton & Lee,42.02686309814453,-87.89396667480469,13440-104626,1427 Lee St.,600181516,IL,US,CO,15487-156756,2.4
Montebello,Albertsons - Montebello #6181,34.03281784057617,-118.1226577758789,73688-128624,2469 Via Campo,906401805,CA,US,LS,5348-860,2.0
Wauwatosa,Mayfair & Center,43.06835174560547,-88.04815673828125,14410-108213,"2751 N Mayfair Rd, A",532224401,WI,US,CO,78070-107565,0.4
San Pablo,San Pablo & El Portal,37.965370178222656,-122.34453582763672,8851-103728,"14330 San Pablo Ave, A",948063304,CA,US,CO,22822-213504,1.6
Chicago,"The Blackstone, A Renaissance Hotel",41.87331008911133,-87.62452697753906,75964-105730,636 S Michigan Ave,606051902,IL,US,LS,282-1425,0.4
Snohomish,Fred Meyer - Snohomish #681,47.944549560546875,-122.10946655273438,73783-118004,56th & Bickford Road,98290,WA,US,LS,14124-105906,0.3
Burbank,Hollywood Way & Airport Access,34.19502639770508,-118.35018920898438,10801-101907,"2555 North Hollywood Way, Burbank Airport Star Park Facility",915051061,CA,US,CO,15581-142093,1.9
Hillsboro,"Cornelius Pass & Butler, Hillsboro",45.5381965637207,-122.90064239501953,13903-108317,"7399 NE Butler St., Crossroads at Orenco",971249434,OR,US,CO,472-1839,1.3
Overland Park,127th & Antioch,38.899330139160156,-94.68584442138672,13646-107504,"12551 Antioch Road, Antioch 127 Shopping Center",662131703,KS,US,CO,72607-22926,1.4
Longview,"820 Ocean Beach Hwy-Longview, WA",46.146751403808594,-122.9261474609375,13507-107891,808 Ocean Beach Hwy,986324011,WA,US,CO,3268-1684,0.3
Miami,2645 SW 22nd St,25.750551223754883,-80.23802947998047,13736-107277,2645 SW 22nd St.,33145,FL,US,CO,19877-200964,2.1
Sunnyside,Safeway-Sunnyside #563,46.32176971435547,-120.01375579833984,79729-125946,613 6th St,98944,WA,US,LS,79753-126044,11.9
Spokane,37th & Grand,47.62055206298828,-117.40179443359375,13932-108409,3719 S Grand Blvd,992032712,WA,US,CO,74777-97827,2.3
Lewisville,Tom Thumb - Lewisville #1785,33.0067253112793,-97.01726531982422,79717-125807,1075 W FM-3040,75067,TX,US,LS,10979-102901,2.7
San Antonio,Marriott Rivercenter San Antonio,29.42404556274414,-98.48417663574219,78033-95968,101 Bowie St,782053901,TX,US,LS,78042-107541,0.2
Clearwater,Ulmerton & 40th,27.893518447875977,-82.6884994506836,13709-108226,4000 Ulmerton Rd.,337624103,FL,US,CO,2852-90585,2.0
Cape Coral,Pine Island Rd & Pondella Rd,26.67085075378418,-81.9333724975586,11783-104279,1860 NE Pine Island Rd,339091744,FL,US,CO,76810-111305,0.2
Panama City Beach,Pier Park & Hilton,30.217884063720703,-85.87430572509766,11718-102442,"600 Pier Park Dr., Suite 110",324132179,FL,US,CO,76701-104529,1.0
West Chester,Gay Street & High Street,39.96038818359375,-75.60531616210938,13546-107257,2 West Gay Gay Street,193803021,PA,US,CO,75448-79706,1.0
Bakersfield,"7th Standard & Hwy 65, Bakersfield",35.44073486328125,-119.07585906982422,13596-106763,35171 7th Standard Road,933089444,CA,US,CO,8620-93722,3.5
Charleston,Charleston-Lincoln & E St,39.48465347290039,-88.18618774414062,13613-106969,437 W Lincoln Avenue,619203022,IL,US,CO,9648-96552,50.5
Lebanon,I 65 & SR 39,40.035316467285156,-86.47002410888672,13974-108222,1377 South Lebanon Street,460522721,IN,US,CO,2738-82220,14.1
Kensington,Safeway-Kensington #2753,39.027870178222656,-77.07530975341797,79722-121146,10541 Connecticut Ave,208952401,MD,US,LS,19853-202204,0.6
Greensboro,Battlegrnd Ave & Horse Pen Crk Rd,36.148826599121094,-79.86994171142578,14437-119070,4016 Battleground Ave,274109799,NC,US,CO,29074-251947,0.1
Huntersville,Sam Furr Rd & Hwy 115,35.44198989868164,-80.85697174072266,14112-99037,9932 Knockando Lane,280785054,NC,US,CO,76149-89021,0.5
New York,88th & Broadway,40.78928756713867,-73.97532653808594,14498-121264,2394 Broadway,100241703,NY,US,CO,7352-920,0.4
Lubbock,80th & University,33.521446228027344,-101.86996459960938,14270-113849,8001 University,79423,TX,US,CO,6775-75980,3.3
Oak Harbor,Harbor Station,48.30305480957031,-122.64720153808594,13776-105935,"32650 SR 20, A-107",98277,WA,US,CO,74882-99767,1.8
Yonkers,"Yonkers, Bronx River Road",40.927764892578125,-73.84294891357422,14369-115444,841-851 Bronx River Road,107087058,NY,US,CO,25330-231726,1.2
Cuyahoga Falls,"Cuyahoga Falls, Howe Street",41.11951446533203,-81.4797134399414,13858-109526,371 Howe Ave.,442214900,OH,US,CO,76756-108117,0.2
Linthicum Heights,1700 W Nursery Rd.,39.19952392578125,-76.68319702148438,14168-113346,"1700 W Nursery Rd, 1700 W Nursery Rd",210902907,MD,US,CO,27684-248006,1.7
Athens,Epps Bridge Rd @ Hwy 316,33.91654968261719,-83.44400787353516,11257-98741,1761 Epps Bridge Pkwy,306066199,GA,US,CO,11174-103651,3.2
Birmingham,Brookwood Medical Center / Birmingh,33.46341323852539,-86.77693176269531,78059-106248,2010 Brookwood Medical Center Drive,352096804,AL,US,LS,18944-175726,1.0
Phoenix,Safeway - Phoenix #240,33.640506744384766,-112.13350677490234,79721-101010,3450 West Bell,850532926,AZ,US,LS,20277-176125,1.3
Sierra Vista,Fry's #59 Sierra Vista,31.553346633911133,-110.25546264648438,73860-106065,4351 E. Highway 90,856352431,AZ,US,LS,76501-99351,0.3
State College,South Garner Street,40.79741668701172,-77.85610961914062,13590-107445,"141 S. Garner Street, Centre Court",168015100,PA,US,CO,7822-70881,0.8
Adrian,Adrian - Hwy 23 & Division,41.87446975708008,-84.0326156616211,14733-121906,1515 E. US 223,492214456,MI,US,CO,72585-107978,33.0
Irvine,Irvine Spectrum Mall,33.652400970458984,-117.74618530273438,11164-99769,525 Spectrum Center Drive,926182951,CA,US,CO,76587-97572,0.2
Greenwood,SR 135 & Faith,39.61075210571289,-86.15811920166016,13949-109207,"311 S. State Rd 135, Shoppes at Meridians Market",461421423,IN,US,CO,26357-137464,0.8
Boston,Renaissance Boston Harbor Lobby,42.34794616699219,-71.0396728515625,75830-98680,636 Congress St,022102803,MA,US,LS,75265-96827,0.1
Albuquerque,528 Lowe's Access Rd,35.20509719848633,-106.65049743652344,13413-105007,"3410 NM 528 NW, 200, Lowe's Center",87114,NM,US,CO,5701-225324,1.3
Fairview Park,"Westgate Mall, Route 113",41.462615966796875,-81.8494644165039,13205-104538,"20645 Center Ridge Road, Westgate Mall",44126,OH,US,CO,76783-108116,0.5
Dallas,Lemmon & Inwood,32.8299674987793,-96.82718658447266,13723-108403,5715 Lemmon Avenue,752095810,TX,US,CO,14997-149948,1.7
Houston,Hwy 249 & Louetta,29.996429443359375,-95.57290649414062,13671-107166,10805 Louetta,770703522,TX,US,CO,22524-221624,2.0
Spring,Kroger-Spring #373,30.124229431152344,-95.40728759765625,73875-114664,2301 Rayford Rd,773861708,TX,US,LS,26929-201044,2.7
Roswell,Hwy 92 & Mabry Rd,34.0625114440918,-84.4206314086914,13946-112245,"4646 Woodstock Rd, Suite 100",300751677,GA,US,CO,72171-26530,2.2
Neptune Beach,Atlantic & 3rd,30.32427978515625,-81.3978271484375,13429-106387,327 Atlantic Blvd.,322665255,FL,US,CO,8565-202565,5.1
Nashua,"Nashua, 611 Amherst St",42.8017463684082,-71.53758239746094,11531-104304,611 Amherst St.,030631017,NH,US,CO,18197-185444,3.6
Upper Arlington,"Upper Arlington, Tremont Road",40.0229377746582,-83.05963897705078,13861-108283,"3235 Tremont Rd., The Shoppes at Tremont",432212039,OH,US,CO,23322-220984,0.1
Stillwater,Main & Hall of Fame,36.127235412597656,-97.05625915527344,13815-96547,300 E Hall of Fame,740755450,OK,US,CO,73840-121690,0.3
San Antonio,1604 & Blanco Rd,29.607927322387695,-98.5077896118164,14192-110304,18154 Blanco Rd,782321088,TX,US,CO,6396-27527,0.2
Layton,"Antelope & Hillfield, Layton",41.08945083618164,-111.9738998413086,13841-106848,2011 North Hillfield Road,840414740,UT,US,CO,19561-197872,0.6
Cary,Harris Teeter-Cary #298,35.820701599121094,-78.90106964111328,79699-100511,1150 Green Level to Durham Rd,275198341,NC,US,LS,23353-229005,2.8
West Chester,West Chester University,39.95317077636719,-75.59740447998047,75448-79706,700 High St,193830002,PA,US,LS,13546-107257,1.0
Bloomsburg,Bloomsburg University of PA - Andru,41.00898361206055,-76.4453125,75493-113485,400 East Second Street,178151301,PA,US,LS,18343-182408,0.6
Little Rock,Target Little Rock West T-1114,34.75435256958008,-92.41497039794922,76960-129148,12700 Chenal Pkwy,722113360,AR,US,LS,8583-79243,1.5
Clermont,SR 50 & Hancock,28.54610252380371,-81.708740234375,11249-103362,2573 E Highway 50,347116051,FL,US,CO,76103-78187,1.3
Annapolis,Annapolis Mall - North,38.991424560546875,-76.54425811767578,14291-119664,"2002 Annapolis Mall, Ste 1720, Annapolis Mall",214017604,MD,US,CO,7707-44980,0.2
Frederick,104 Market Street,39.41556930541992,-77.41065216064453,13690-107820,"104 North Market Street, 104 Market Street",217015422,MD,US,CO,7834-60479,1.3
Las Vegas,Eastern & Russell,36.08570861816406,-115.11946105957031,13899-107640,"5715 S. Eastern Ave., 101",891193008,NV,US,CO,75731-94415,1.7
San Antonio,281 & Stone Oak,29.651107788085938,-98.44800567626953,13909-103679,22606 US 281 North,78259,TX,US,CO,76759-98020,0.5
Bourne,"Bourne, Rt. 6",41.75189208984375,-70.59426879882812,14474-113249,2 Bridge Approach Street,025325679,MA,US,CO,76837-98029,13.0
Atwater,Applegate & Hwy 99 - Atwater,37.34400939941406,-120.61568450927734,11090-103493,1640 Bell Lane,953019696,CA,US,CO,76906-121301,1.9
Gloucester,"Gloucester, VA",37.39757537841797,-76.52706909179688,13663-105560,"6705 Fox Mill Center Parkway, Fox Mill",230616130,VA,US,CO,79477-104500,0.1
Saint Augustine,CR 210 & I-95,30.064485549926758,-81.5000991821289,13645-107355,105 Fireworks Alley,320921750,FL,US,CO,13514-107497,9.0
Pembroke Pines,Shops at Pembroke Gardens,26.003459930419922,-80.33677673339844,11345-101764,501 SW 145th Terrace,330271447,FL,US,CO,11344-104461,1.9
Milledgeville,US Hwy 441 & Roberson Mill Rd,33.109588623046875,-83.25595092773438,14137-113152,2400 N Columbia St,310612069,GA,US,CO,15954-152665,4.7
Marietta,I-75 & Windy Hill Rd,33.90062713623047,-84.47777557373047,11873-106325,2580 Windy Hill Rd,300678636,GA,US,CO,76348-89101,0.5
Clemson,Tiger Blvd & College Ave,34.69058609008789,-82.83442687988281,11768-104423,1082 Tiger Blvd,296311422,SC,US,CO,18280-147686,1.2
Gilbert,Bashas - Gilbert/Higley Rd #172,33.348575592041016,-111.72010040283203,73849-118684,99 S Higley Rd,852961168,AZ,US,LS,70372-127124,2.9
Chandler,"Ray Road & Loop 101, Chandler",33.31983184814453,-111.89142608642578,11984-104952,"2885 W. Ray Road, #1",852243629,AZ,US,CO,6635-63359,1.9
Olathe,119th & I 35,38.91239547729492,-94.77796173095703,13953-109705,"16521 W.  119th Street, Olathe Gateway",660617770,KS,US,CO,72606-22925,1.2
Gulfport,I 10 & Hwy 49,30.437320709228516,-89.09651947021484,13498-103959,"15299 Crossroads Pkwy, Suite 100",395033570,MS,US,CO,13447-106922,12.1
Kingsport,N Eastman & Ryder,36.54293441772461,-82.52002716064453,13504-104466,1860 N Eastman Road,376642312,TN,US,CO,76845-110955,2.5
Arlington,Courthouse Arlington,38.890281677246094,-77.08607482910156,13593-108177,"2200 Clarendon Blvd, Courthouse Plaza",222013379,VA,US,CO,7706-13747,0.5
Kendall,Kendall Dr & SW 137th Ave,25.684782028198242,-80.41523742675781,10358-98225,13604 N Kendall Dr,33186,FL,US,CO,76617-99487,2.2
Concord,Kannapolis Parkway,35.419349670410156,-80.67523193359375,11969-100497,6065 Bayfield Pkwy,280277597,NC,US,CO,26636-93622,0.5
Palos Heights,Palos Heights-119th & Harlem,41.67570877075195,-87.79837036132812,13374-105616,7202 West 119th Street,60463,IL,US,CO,14054-109864,5.0
Goodyear,"Dysart & McDowell, Goodyear",33.46532440185547,-112.34165954589844,11890-95688,"1690 N. Dysart Road, Cornerstone North",853951121,AZ,US,CO,5923-37479,1.4
Kissimmee,Celebration & 192,28.33382797241211,-81.52784729003906,13566-107363,6075 Irlo Bronson Memorial Hwy,347474512,FL,US,CO,11396-105347,2.2
Odessa,SR 54 & Suncoast Pkwy,28.18808364868164,-82.54576110839844,11115-100850,16330 State Road 54,335563732,FL,US,CO,76806-98391,7.6
Crestview,SR 85 & Redstone Ave,30.734071731567383,-86.56654357910156,14328-112944,2520 S. Ferdon Blvd.,325368464,FL,US,CO,72113-5604,30.0
Shreveport,Barksdale AFB,32.50669860839844,-93.66169738769531,78073-106971,Barksdale AFB,71110,LA,US,LS,9604-97206,4.4
Allentown,Tilghman St.,40.59316635131836,-75.54534149169922,13542-107034,4025 W. Tilghman Street,181044425,PA,US,CO,3939-146484,2.5
San Francisco,Presidio & Letterman,37.79924392700195,-122.44953155517578,14540-119825,"1 Letterman Drive, Building C, Letterman Digital Arts Center",941292402,CA,US,CO,531-475,1.0
Windsor,Windsor Town Green,38.5484504699707,-122.81627655029297,14542-117506,"1001 McCleland Dr, Windsor Town Green",954929597,CA,US,CO,5233-238080,0.8
Sarasota,SRQ Post Security,27.387176513671875,-82.55242919921875,75983-108398,6024 Airport Circle,342432140,FL,US,LS,10444-209785,3.5
Jamestown,Furnitureland South,35.969505310058594,-79.9273910522461,78069-115624,5635 Riverdale Dr,272829171,NC,US,LS,27919-230643,5.9
Davidson,Harris Teeter-Davidson # 268,35.500789642333984,-80.86014556884766,73878-100513,431 Peninsula Drive,280367060,NC,US,LS,26803-245327,2.2
Dayton,Kroger-Huber Heights #758,39.8668098449707,-84.14015197753906,73881-131264,7747 Old Troy Pike,45424,OH,US,LS,21388-212744,7.7
Princeton,"Oakvale Road, Princeton",37.36334228515625,-81.05255889892578,13680-107883,1000 Oakvale Rd,247403918,WV,US,CO,75719-95574,12.4
Grand Rapids,Spartan-Cascade #1573,42.9130973815918,-85.50994110107422,72717-117537,6425 28th St SE,495466917,MI,US,LS,72717-39120,0.1
"Scranton,",University of Scranton - Student Un,41.406192779541016,-75.6576919555664,75473-106433,Monroe & Linden Streets,18510,PA,US,LS,13329-106767,0.9
St. George,Albertsons - St. George #329,37.12108612060547,-113.6248550415039,73689-129333,745 N Dixie Downs Dr,847705124,UT,US,LS,10416-100811,2.1
Palmdale,East Ave S & 47th St East,34.55862808227539,-118.0466079711914,10111-99529,"4631 East Avenue S, Park Plaza",935524417,CA,US,CO,25204-236912,1.9
Loma Linda,"California & Barton, Loma Linda",34.04916000366211,-117.22570037841797,13221-106687,"11245 California Street, #A",92354,CA,US,CO,22997-226184,1.6
Superior,Coalton & Rock Creek- Superior,39.92810821533203,-105.14774322509766,10867-99865,"2800 Rock Creek Circle, A1",800274673,CO,US,CO,74480-82282,0.2
Roseville,Hwy 36 and Fairview Avenue,45.00763702392578,-93.1763687133789,13624-106909,"1820 Hwy 36, Hwy 36 & Fairview",551134030,MN,US,CO,2209-658,0.4
Irving,183 & Story Rd,32.837894439697266,-96.9791030883789,13908-108299,2501 West Airport Freeway,750626040,TX,US,CO,79749-94765,2.3
Mountlake Terrace,Cedar Plaza- Mountlake Terrace,47.791221618652344,-122.291748046875,11742-103412,22805 44th Ave W.,980435032,WA,US,CO,72574-102112,0.1
Pollock Pines,Safeway - Pollock Pines #1825,38.76234817504883,-120.5769271850586,79728-132986,6498 Pony Trail Express,957269604,CA,US,LS,5699-5388,18.5
Houston,Kroger-Houston #346,29.796546936035156,-95.48612213134766,72527-98032,1505 Wirt Rd,770554918,TX,US,LS,13963-100309,1.5
Pearland,Kroger-Pearland #343,29.560312271118164,-95.34891510009766,72584-101493,8323 W Broadway St,775817766,TX,US,LS,79630-113256,3.0
Mountlake Terrace,QFC - Mt. Lake Terrace #857,47.790863037109375,-122.29069519042969,72574-102112,22803 44th Avenue W,980435032,WA,US,LS,11742-103412,0.1
Saint Petersburg,4th St & 89th Ave,27.852760314941406,-82.63835906982422,14076-112684,8801 4th St N.,337023123,FL,US,CO,11256-104287,3.9
Grand Rapids,"J.W.Marriott,Grand Rapids lobby rtl",42.966468811035156,-85.67469024658203,75883-100937,Pearl St NW & Campau Ave NW,49503,MI,US,LS,75838-83161,0.2
Anderson,Rhonda & Pleasant Hills - Anderson,40.43191146850586,-122.28728485107422,11828-104527,"5046 Rhonda Road, A",960079015,CA,US,CO,74962-102356,2.3
West Haven,Stop & Shop-West Haven #696,41.271873474121094,-72.95685577392578,73804-101784,460 Elm St,065164233,CT,US,LS,14745-119504,1.3
Bentonville,Walton & J Street,36.33571243286133,-94.2001953125,13462-107100,913 SE Walton Blvd,727126774,AR,US,CO,10422-100877,1.8
Dublin,Safeway - Dublin #1932,37.70420455932617,-121.87235260009766,74275-122345,4440 Tassajara,945684501,CA,US,LS,16135-157394,0.2
Travis AFB,Travis AFB BX,38.26968765258789,-121.94847106933594,75409-102324,461 Skymaster Circle,945351909,CA,US,LS,8728-73248,6.8
Cockeysville,Yorkridge Center North,39.47761535644531,-76.64273071289062,13807-108604,"10540 York Road, Yorkridge center North",210302300,MD,US,CO,8989-94176,1.6
Canton,"Canton, Fulton Road Northwest",40.860076904296875,-81.48262786865234,13456-106319,"7210 Fulton Dr NW, 300, Noble's Pond",447181525,OH,US,CO,2348-7447,4.3
Martinez,Kroger - Martinez #294,33.509315490722656,-82.10786437988281,72551-101501,4115 Columbia Rd,309070405,GA,US,LS,10195-97556,2.2
Suwanee,Kroger-Suwanee #426,34.063934326171875,-84.0727767944336,72556-98406,400 Peachtree Industrial Blvd NW,300246989,GA,US,LS,11488-104413,2.2
Honolulu,HNL Gate 27,21.3311767578125,-157.92315673828125,75965-104554,300 Rogers Boulevard,968191890,HI,US,LS,28030-249265,0.2
Boise,BSU Albertsons Library,43.6027946472168,-116.20195770263672,75455-104743,1910 University Dr,837250001,ID,US,LS,3266-2000,0.8
Carbondale,Kroger-Carbondale #714,37.731590270996094,-89.18500518798828,73770-104071,501 North Giant Road,629026417,IL,US,LS,75239-74503,3.6
Bedford Park,Marriott - Bedford Park - Entrance,41.77423095703125,-87.74465942382812,75935-101330,6520 S Cicero Ave,606385804,IL,US,LS,2896-93151,2.6
Memphis,Poplar & I-240,35.1040153503418,-89.8726577758789,13547-107882,"5679 Poplar Ave, 103",381193854,TN,US,CO,70357-138226,0.9
Peachtree City,Hwy 54 & Broken Bow Ct,33.422725677490234,-84.55794525146484,13369-106887,"130 Peachtree East, Suite 200",302694045,GA,US,CO,72891-90748,3.5
Orlando,S Kirkman rd & Vineland Rd,28.481679916381836,-81.45809173583984,11906-105108,5555 Kirkman Rd.,328197933,FL,US,CO,75812-96091,0.4
Stroudsburg,Downtown Stroudsburg,40.98487854003906,-75.19519805908203,14119-110665,745 Main Street,183602059,PA,US,CO,75865-101863,13.5
Grand Rapids,Grand Valley State University - Pew,42.96364212036133,-85.6806411743164,75488-108421,401 Fulton St W,495046431,MI,US,LS,75883-100937,0.6
Kalamazoo,Spartan-Parkview #1575,42.25983428955078,-85.61468505859375,72716-117536,2130 Parkview,490083976,MI,US,LS,72716-39121,0.1
Billings,Crowne Plaza Billings Hotel,45.782249450683594,-108.50376892089844,75989-106703,27 North 27th Street,591012335,MT,US,LS,18141-187946,2.3
Frankfort,"Kroger - Frankfort, KY #397",38.19767761230469,-84.82637023925781,73788-113224,302 Brighton Park Boulevard,406013713,KY,US,LS,13975-108056,2.6
Murfreesboro,Kroger - Murfreesboro #564,35.87287139892578,-86.35377502441406,72579-101480,2050 Lascassas Pike,371301936,TN,US,LS,3572-86323,2.8
